id,name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
18,Workout Rock Mix,0.00805373,0.4949000000000001,229594.08,0.9185599999999998,0.0335497015999999,5.8,0.2351099999999999,-4.2775,0.68,0.090458,130.17408,3.96,0.51912
19,Workout Rock music picked just for you,0.00805373,0.4949000000000001,229594.08,0.9185599999999998,0.0335497015999999,5.8,0.2351099999999999,-4.2775,0.68,0.090458,130.17408,3.96,0.51912
20,Rock Mix,0.09987350999999998,0.5218400000000002,252281.7,0.8159399999999999,0.020524663399999997,4.74,0.19117399999999996,-6.4547799999999995,0.8,0.06469399999999999,121.73656000000003,3.96,0.6080399999999999
21,"<a href=spotify:playlist:37i9dQZF1EIVJW7PzIkjtQ>Creedence Clearwater Revival</a>, <a href=spotify:playlist:37i9dQZF1EIYcZwbbjckJd>Radiohead</a>, <a href=spotify:playlist:37i9dQZF1EIYWwGqC3GC7o>Linkin Park</a> and more",0.09987350999999998,0.5218400000000002,252281.7,0.8159399999999999,0.020524663399999997,4.74,0.19117399999999996,-6.4547799999999995,0.8,0.06469399999999999,121.73656000000003,3.96,0.6080399999999999
22,Rock Classics,0.1368918478,0.5250250000000003,264797.84,0.7318700000000007,0.05681201055,5.255,0.18937700000000007,-8.036345000000003,0.76,0.059362499999999985,123.19616500000002,3.96,0.5947940000000002
23,Rock legends & epic songs that continue to inspire generations. Cover: Foo Fighters,0.1368918478,0.5250250000000003,264797.84,0.7318700000000007,0.05681201055,5.255,0.18937700000000007,-8.036345000000003,0.76,0.059362499999999985,123.19616500000002,3.96,0.5947940000000002
24,Rock and Roll Mix,0.5304319999999999,0.5727199999999999,159871.14,0.6929,0.0251641984,5.48,0.18338800000000002,-7.7632200000000005,0.86,0.07203400000000001,134.37255999999996,3.92,0.8143599999999996
25,Rock and Roll music picked just for you,0.5304319999999999,0.5727199999999999,159871.14,0.6929,0.0251641984,5.48,0.18338800000000002,-7.7632200000000005,0.86,0.07203400000000001,134.37255999999996,3.92,0.8143599999999996
26,,0.19496729508196717,0.5976573770491803,221714.50819672132,0.6781672131147544,0.1034552249180328,6.409836065573771,0.1997,-7.313344262295084,0.4918032786885246,0.07408524590163935,127.01296721311476,3.9508196721311477,0.5285131147540982
27,"for inquiries pls email: hannah@craftplaylists.com &#x2F; all types of rock live here. pop rock, metal, alt, etc. &#x2F; featuring Bring Me The Horizon",0.19496729508196717,0.5976573770491803,221714.50819672132,0.6781672131147544,0.1034552249180328,6.409836065573771,0.1997,-7.313344262295084,0.4918032786885246,0.07408524590163935,127.01296721311476,3.9508196721311477,0.5285131147540982
28,Rocky Training,0.3154141176470588,0.5902941176470587,211690.76470588235,0.6436470588235293,0.4646955064705882,5.764705882352941,0.11620588235294119,-10.632882352941175,0.4117647058823529,0.04174705882352941,114.66823529411764,3.9411764705882355,0.5919705882352941
29,"One hour on top of the best music from the Rocky movies. Trying hard now, it’s so hard now. Trying hard now, getting strong now. Won’t be long now. Getting strong now, gonna fly now. Flying high now, gonna fly, fly, fly!",0.3154141176470588,0.5902941176470587,211690.76470588235,0.6436470588235293,0.4646955064705882,5.764705882352941,0.11620588235294119,-10.632882352941175,0.4117647058823529,0.04174705882352941,114.66823529411764,3.9411764705882355,0.5919705882352941
30,,0.21439101142857145,0.6181142857142857,192693.9714285714,0.6957142857142857,0.07927026142857144,5.714285714285714,0.21667428571428576,-7.262542857142858,0.5714285714285714,0.08917142857142858,121.75797142857144,4.057142857142857,0.524697142857143
31,KURT KOBAIN - Rock On Man - pitch@theplaylistbros.com,0.21439101142857145,0.6181142857142857,192693.9714285714,0.6957142857142857,0.07927026142857144,5.714285714285714,0.21667428571428576,-7.262542857142858,0.5714285714285714,0.08917142857142858,121.75797142857144,4.057142857142857,0.524697142857143
32,,0.05280921323529412,0.4640588235294118,231847.04411764705,0.8341323529411763,0.0013412766176470591,5.926470588235294,0.23561911764705884,-4.675808823529409,0.6323529411764706,0.06724117647058825,132.07329411764707,3.9705882352941178,0.43815735294117647
33,The essential rock songs of the first decade of the new Millenium...,0.05280921323529412,0.4640588235294118,231847.04411764705,0.8341323529411763,0.0013412766176470591,5.926470588235294,0.23561911764705884,-4.675808823529409,0.6323529411764706,0.06724117647058825,132.07329411764707,3.9705882352941178,0.43815735294117647
34,Rock This,0.0311425352,0.51866,197809.96,0.8505400000000003,0.021416794399999998,5.3,0.201902,-4.5032000000000005,0.6,0.069942,135.08106,4.0,0.5487600000000001
35,IDLES along with today's Rock songs you need to know.,0.0311425352,0.51866,197809.96,0.8505400000000003,0.021416794399999998,5.3,0.201902,-4.5032000000000005,0.6,0.069942,135.08106,4.0,0.5487600000000001
36,Rock en Español,0.19521571000000001,0.6160799999999998,245380.83,0.71262,0.019084103099999996,5.53,0.19923299999999994,-7.002729999999999,0.59,0.039642999999999984,124.34986000000002,3.97,0.6580400000000002
37,Legendarios del rock en español. Cover: Maná,0.19521571000000001,0.6160799999999998,245380.83,0.71262,0.019084103099999996,5.53,0.19923299999999994,-7.002729999999999,0.59,0.039642999999999984,124.34986000000002,3.97,0.6580400000000002
38,Workout Rock Mix,0.008053730000000002,0.4949000000000001,229594.08,0.9185599999999998,0.033549701599999995,5.8,0.23510999999999999,-4.2775,0.68,0.09045800000000004,130.17408,3.96,0.51912
39,Workout Rock music picked just for you,0.008053730000000002,0.4949000000000001,229594.08,0.9185599999999998,0.033549701599999995,5.8,0.23510999999999999,-4.2775,0.68,0.09045800000000004,130.17408,3.96,0.51912
